Product Name,Item ID,ID,Price,Old Price,URL
Džiovintas šaltyje spirulina-aviečių užkandis BITES,50 g.,16768,5.49,5.49,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-spirulina-avieciu?item=16768
Džiovintas šaltyje egzotinis užkandis BITES,50 g.,16769,5.49,5.49,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-egzotinis-uzkandis?item=16769
Džiovintų šaltyje datulių ir kavos ekstrakto užkandis,50 g.,16561,4.99,4.99,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-datuliu-ir-kavos?item=16561
"Užkandis ""Aktiva""",50 g.,16523,4.99,4.99,https://www.supergarden.lt/lt/katalogas/uzkandis-quot-aktiva-quot?item=16523
Džiovintų šaltyje vaisių užkandis BITES,50 g. ,16476,5.49,5.49,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-vaisiu-uzkandis-bites?item=16476
"Užkandis ""Detoxa""",50 g.,16524,4.99,4.99,https://www.supergarden.lt/lt/katalogas/uzkandis-quot-detoxa-quot?item=16524
Džiovintų šaltyje daržovių užkandis,50 g.,16478,4.49,4.49,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-darzoviu-uzkandis?item=16478
Šaltyje džiovintų uogų užkandis,50 g.,16477,5.49,5.49,https://www.supergarden.lt/lt/katalogas/saltyje-dziovintu-uogu-uzkandis?item=16477
"Užkandis ""Imuna""",50 g.,16525,4.99,4.99,https://www.supergarden.lt/lt/katalogas/uzkandis-quot-imuna-quot?item=16525
"BITES,vyno skonio užkandis su juodaisiais serbentais ir spanguolėm",10 g.,17163,2.99,2.99,https://www.supergarden.lt/lt/katalogas/bites-vyno-skonio-uzkandis-su-juodaisiais?item=17163
"BITES,vyno skonio užkandis su juodaisiais serbentais ir spanguolėm",100 g.,17164,25.99,25.99,https://www.supergarden.lt/lt/katalogas/bites-vyno-skonio-uzkandis-su-juodaisiais?item=17164
"BITES,vyno skonio užkandis su juodaisiais serbentais ir spanguolėm",1 kg.,17165,229.99,229.99,https://www.supergarden.lt/lt/katalogas/bites-vyno-skonio-uzkandis-su-juodaisiais?item=17165
BITES kučiukų užkandis,10 g.,17166,1.99,1.99,https://www.supergarden.lt/lt/katalogas/bites-kuciuku-uzkandis?item=17166
BITES kučiukų užkandis,100 g.,17167,17.99,17.99,https://www.supergarden.lt/lt/katalogas/bites-kuciuku-uzkandis?item=17167
BITES kučiukų užkandis,1 kg.,17168,169.99,169.99,https://www.supergarden.lt/lt/katalogas/bites-kuciuku-uzkandis?item=17168
Džiovinti šaltyje ekologiški gervuogių gabaliukai,100 g.,16605,9.09,12.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-gervuogiu?item=16605
Džiovintas šaltyje ekologiškas laiškinis česnakas,14 g.,16623,2.79,3.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-ekologiskas-laiskinis?item=16623
Džiovinti šaltyje ekologiški spanguolių gabaliukai,100 g.,16604,9.79,13.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-spanguoliu?item=16604
Džiovinti šaltyje ekologiški braškių gabaliukai,100 g.,16601,10.49,14.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-braskiu?item=16601
Džiovinti šaltyje ekologiški braškių gabaliukai,1 kg.,17231,62.30,89.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-braskiu?item=17231
Džiovinti šaltyje ekologiški acerola milteliai,220 g.,16572,20.99,29.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-acerola?item=16572
Džiovinti šaltyje ekologiški acerola milteliai,1 kg.,17221,90.30,129.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-acerola?item=17221
Džiovintų šaltyje ekologiškų aronijų milteliai,180 g.,16563,13.99,19.99,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-ekologisku-aroniju?item=16563
Džiovintų šaltyje ekologiškų aronijų milteliai,1 kg.,17223,90.30,129.00,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-ekologisku-aroniju?item=17223
Džiovintos šaltyje ekologiškos avietės,18 g.,16506,3.14,4.49,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-ekologiskos-avietes?item=16506
Džiovintos šaltyje ekologiškos avietės,100 g.,17198,8.39,11.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-ekologiskos-avietes?item=17198
Džiovintos šaltyje ekologiškos avietės,1 kg.,17229,98.00,140.00,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-ekologiskos-avietes?item=17229
Džiovinti šaltyje acai milteliai,145 g.,16575,13.99,19.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-acai?item=16575
Džiovinti šaltyje acai milteliai,1 kg.,17220,90.30,129.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-acai?item=17220
Džiovinti šaltyje ekologiški obuolių gabaliukai,100 g.,16600,7.69,10.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-obuoliu?item=16600
Džiovinti šaltyje ekologiški bananai,100g,16602,8.39,11.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-bananai?item=16602
Džiovinti šaltyje ekologiški bananai,1 kg.,17230,97.30,139.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-bananai?item=17230
Džiovintos šaltyje ekologiškos morkos,100 g.,16567,4.19,5.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-ekologiskos-morkos?item=16567
Džiovinti šaltyje ekologiškų svarainių milteliai,1 kg.,17159,85.39,121.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologisku-svarainiu?item=17159
Džiovintos šaltyje braškės,19 g.,16162,4.69,4.69,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskes?item=16162
Džiovintos šaltyje braškės,100 g.,16164,13.99,13.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskes?item=16164
Džiovintos šaltyje braškės,300 g.,16539,37.89,37.89,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskes?item=16539
Džiovintos šaltyje braškės,1 kg.,16265,125.98,125.98,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskes?item=16265
Džiovintos šaltyje braškių juostelės,20 g.,16188,4.19,4.19,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskiu-juosteles?item=16188
Džiovintos šaltyje braškių juostelės,100 g.,16190,13.99,13.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskiu-juosteles?item=16190
Džiovintos šaltyje braškių juostelės,300 g.,16540,38.99,38.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskiu-juosteles?item=16540
Džiovintos šaltyje braškių juostelės,1 kg.,16274,125.98,125.98,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-braskiu-juosteles?item=16274
Džiovintos šaltyje avietės,25 g.,16160,3.77,5.39,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-avietes?item=16160
Džiovintos šaltyje avietės,100 g.,16159,10.49,14.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-avietes?item=16159
Džiovintos šaltyje avietės,300 g.,16538,27.29,38.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-avietes?item=16538
Džiovintos šaltyje avietės,1 kg.,16264,88.19,125.98,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-avietes?item=16264
Džiovinti šaltyje juodieji serbentai,30 g.,16185,2.99,2.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-juodieji-serbentai?item=16185
Džiovinti šaltyje juodieji serbentai,100 g.,16187,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-juodieji-serbentai?item=16187
Džiovinti šaltyje juodieji serbentai,300 g.,16953,29.99,29.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-juodieji-serbentai?item=16953
Džiovinti šaltyje juodieji serbentai,1 kg .,16275,99.99,99.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-juodieji-serbentai?item=16275
Džiovintos šaltyje mėlynės,37 g.,16168,3.49,4.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-melynes?item=16168
Džiovintos šaltyje mėlynės,100 g.,16170,9.09,12.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-melynes?item=16170
Džiovintos šaltyje mėlynės,300 g.,16552,27.29,38.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-melynes?item=16552
Džiovintos šaltyje mėlynės,1 kg.,16267,90.99,129.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-melynes?item=16267
Džiovintos šaltyje vyšnios,35 g.,16197,3.49,3.49,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-vysnios?item=16197
Džiovintos šaltyje vyšnios,100 g.,16199,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-vysnios?item=16199
Džiovintos šaltyje vyšnios,300 g.,16554,29.99,29.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-vysnios?item=16554
Džiovintos šaltyje vyšnios,1 kg.,16278,99.99,99.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-vysnios?item=16278
Džiovinti šaltyje agrastai,25 g.,16174,2.99,2.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-agrastai?item=16174
Džiovinti šaltyje agrastai,100 g.,16176,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-agrastai?item=16176
Džiovinti šaltyje agrastai,1 kg.,16269,89.99,89.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-agrastai?item=16269
Džiovintos šaltyje žemuogės,12 g.,16165,7.99,7.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-zemuoges?item=16165
Džiovintos šaltyje žemuogės,100 g.,16167,39.99,39.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-zemuoges?item=16167
Džiovintos šaltyje spanguolės,15 g.,16180,2.99,2.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-spanguoles?item=16180
Džiovintos šaltyje spanguolės,100 g.,16182,11.99,11.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-spanguoles?item=16182
Džiovintos šaltyje spanguolės,300 g.,16955,34.99,34.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-spanguoles?item=16955
Džiovintos šaltyje spanguolės,1 kg.,16271,109.99,109.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-spanguoles?item=16271
Džiovintos šaltyje bruknės,20 g.,16177,3.49,3.49,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-bruknes?item=16177
Džiovintos šaltyje bruknės,100 g.,16179,10.99,10.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-bruknes?item=16179
Džiovintos šaltyje bruknės,300 g.,16957,32.99,32.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-bruknes?item=16957
Džiovintos šaltyje bruknės,1 kg.,16270,109.99,109.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-bruknes?item=16270
Džiovintos šaltyje šaltalankio uogos,40 g.,16218,4.99,4.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-saltalankio-uogos?item=16218
Džiovintos šaltyje šaltalankio uogos,100 g.,16220,11.99,11.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-saltalankio-uogos?item=16220
Džiovintos šaltyje šaltalankio uogos,300 g.,16956,34.99,34.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-saltalankio-uogos?item=16956
Džiovintos šaltyje šaltalankio uogos,1 kg.,16285,109.99,109.99,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-saltalankio-uogos?item=16285
"Džiovintos šaltyje ""ETNO"" braškės",19 g.,16982,4.69,4.69,https://www.supergarden.lt/lt/katalogas/dziovintos-saltyje-quot-etno-quot-2?item=16982
"Valgoma arbata DRINKEAT ""French strawberry""",35 g.,16584,4.39,5.49,https://www.supergarden.lt/lt/katalogas/valgoma-arbata-drinkeat-quot-french?item=16584
"Valgoma arbata DRINKEAT ""Wild mango""",36 g.,16583,4.39,5.49,https://www.supergarden.lt/lt/katalogas/valgoma-arbata-drinkeat-quot-wild-mango?item=16583
"Valgoma arbata DRINKEAT ""Black currants on Top""",32 g.,16585,4.39,5.49,https://www.supergarden.lt/lt/katalogas/valgoma-arbata-drinkeat-quot-black?item=16585
"Valgoma arbata DRINKEAT ""Fabulous kiwi""",27 g.,16587,4.39,5.49,https://www.supergarden.lt/lt/katalogas/valgoma-arbata-drinkeat-quot-fabulous?item=16587
"Valgoma arbata DRINKEAT ""Blackberries superpower""",27 g.,16582,4.39,5.49,https://www.supergarden.lt/lt/katalogas/valgoma-arbata-drinkeat-quot-blackberries?item=16582
"Valgoma arbata DRINKEAT ""Crazy apple""",29 g.,16586,4.39,5.49,https://www.supergarden.lt/lt/katalogas/valgoma-arbata-drinkeat-quot-crazy-apple?item=16586
"Džiovinta šaltyje tirpi kava ""Concerto""",65 g.,16595,3.59,4.49,https://www.supergarden.lt/lt/katalogas/dziovinta-saltyje-tirpi-kava-quot?item=16595
KAKĖ MAKĖ džiovintų šaltyje miško uogų valgoma arbata,30 g.,16615,4.89,6.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-misko-uogu?item=16615
KAKĖ MAKĖ raudonųjų uogų valgoma arbata,38 g.,16616,4.89,6.99,https://www.supergarden.lt/lt/katalogas/kake-make-raudonuju-uogu-valgoma-arbata?item=16616
"Džiovinta šaltyje tirpi kava ""Benita""",65 g.,16596,3.59,4.49,https://www.supergarden.lt/lt/katalogas/dziovinta-saltyje-tirpi-kava-quot-benita?item=16596
"Kavos rinkinys ""Labas Rytas""",1 vnt.,16948,9.59,11.99,https://www.supergarden.lt/lt/katalogas/kavos-rinkinys-quot-labas-rytas-quot?item=16948
Džiovintas šaltyje paukštienos prieskonių mišinys,90 g.,17125,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-paukstienos-prieskoniu?item=17125
Džiovintas šaltyje kiaulienos prieskonių mišinys,100 g.,17115,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-kiaulienos-prieskoniu?item=17115
Džiovintas šaltyje laukinių paukščių prieskonių mišinys,80 g.,17117,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-laukiniu-pauksciu?item=17117
Džiovintas šaltyje jūros gėrybių prieskonių mišinys,90 g.,17127,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-juros-gerybiu?item=17127
Džiovintas šaltyje jautienos prieskonių mišinys,80 g.,17119,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-jautienos-prieskoniu?item=17119
Džiovintas šaltyje avienos prieskonių mišinys,80 g.,17121,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-avienos-prieskoniu?item=17121
Džiovintas šaltyje barbekių prieskonių mišinys,80 g.,17103,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-barbekiu-prieskoniu?item=17103
Džiovintas šaltyje laukinių žvėrių prieskonių mišinys,90 g.,17123,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-laukiniu-zveriu?item=17123
Džiovintas šaltyje universalus prieskonių mišinys,90 g.,17104,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-universalus-prieskoniu?item=17104
Džiovinto šaltyje baltojo svogūno gabaliukai,20 g.,16633,3.49,3.49,https://www.supergarden.lt/lt/katalogas/dziovinto-saltyje-baltojo-svoguno?item=16633
Džiovintų šaltyje jalapeno gabaliukai,30 g.,16657,6.99,6.99,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-jalapeno-gabaliukai?item=16657
"Džiovintų šaltyje ""PROVANSO"" prieskonių mišinys",20 g.,16547,4.99,4.99,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-quot-provanso-quot?item=16547
"Glotnutis ""Multi Motion""",30 g.,17240,2.99,2.99,https://www.supergarden.lt/lt/katalogas/supergarden-smoothie-quot-multi-motion?item=17240
"Glotnutis ""Tropical summer""",30 g.,17241,2.99,2.99,https://www.supergarden.lt/lt/katalogas/supergarden-smoothie-quot-tropical-summer?item=17241
"Glotnutis ""Tasty Spirulina""",30 g.,16973,1.50,2.99,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-tasty-spirulina-quot?item=16973
"Glotnutis ""Tasty Spirulina""",1 kg.,16974,47.80,95.59,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-tasty-spirulina-quot?item=16974
Glotnutis ''Blackcurrant salsa'',30 g.,16967,2.99,2.99,https://www.supergarden.lt/lt/katalogas/glotnutis-039-039-blackcurrant-salsa-039?item=16967
Glotnutis ''Blackcurrant salsa'',1 kg.,16979,95.59,95.59,https://www.supergarden.lt/lt/katalogas/glotnutis-039-039-blackcurrant-salsa-039?item=16979
"Glotnutis ""Mr. Banana""",30 g.,16971,2.99,2.99,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-mr-banana-quot?item=16971
"Glotnutis ""Mr. Banana""",1 kg.,16975,95.59,95.59,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-mr-banana-quot?item=16975
"Glotnutis ""Crazy Berries""",30 g.,16968,2.99,2.99,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-crazy-berries-quot?item=16968
"Glotnutis ""Crazy Berries""",1 kg.,16978,95.59,95.59,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-crazy-berries-quot?item=16978
Džiovintas šaltyje žirnių baltymų izoliatas (proteinas),30 g.,17148,1.20,2.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-zirniu-baltymu?item=17148
Šokoladinių ledų kokteilis,30 g.,17072,2.99,2.99,https://www.supergarden.lt/lt/katalogas/sokoladiniu-ledu-kokteilis?item=17072
Bananinių ledų kokteilis,30 g.,17075,2.99,2.99,https://www.supergarden.lt/lt/katalogas/bananiniu-ledu-kokteilis?item=17075
Vanilinių ledų kokteilis,30 g.,17074,2.99,2.99,https://www.supergarden.lt/lt/katalogas/vaniliniu-ledu-kokteilis?item=17074
Kokosinių ledų kokteilis,30 g.,17073,2.99,2.99,https://www.supergarden.lt/lt/katalogas/kokosiniu-ledu-kokteilis?item=17073
"Glotnutis ""Dancing Cranberry""",30 g.,16969,2.99,2.99,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-dancing-cranberry-quot?item=16969
"Glotnutis ""Dancing Cranberry""",1 kg.,16977,95.59,95.59,https://www.supergarden.lt/lt/katalogas/glotnutis-quot-dancing-cranberry-quot?item=16977
Džiovintas šaltyje paukštienos prieskonių mišinys,90 g.,17125,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-paukstienos-prieskoniu?item=17125
Džiovintas šaltyje kiaulienos prieskonių mišinys,100 g.,17115,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-kiaulienos-prieskoniu?item=17115
Džiovintas šaltyje laukinių paukščių prieskonių mišinys,80 g.,17117,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-laukiniu-pauksciu?item=17117
Džiovintas šaltyje jūros gėrybių prieskonių mišinys,90 g.,17127,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-juros-gerybiu?item=17127
Džiovintas šaltyje jautienos prieskonių mišinys,80 g.,17119,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-jautienos-prieskoniu?item=17119
Džiovintas šaltyje avienos prieskonių mišinys,80 g.,17121,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-avienos-prieskoniu?item=17121
Džiovintas šaltyje barbekių prieskonių mišinys,80 g.,17103,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-barbekiu-prieskoniu?item=17103
Džiovintas šaltyje laukinių žvėrių prieskonių mišinys,90 g.,17123,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-laukiniu-zveriu?item=17123
Džiovintas šaltyje universalus prieskonių mišinys,90 g.,17104,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovintas-saltyje-universalus-prieskoniu?item=17104
Džiovinto šaltyje baltojo svogūno gabaliukai,20 g.,16633,3.49,3.49,https://www.supergarden.lt/lt/katalogas/dziovinto-saltyje-baltojo-svoguno?item=16633
Džiovintų šaltyje jalapeno gabaliukai,30 g.,16657,6.99,6.99,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-jalapeno-gabaliukai?item=16657
"Džiovintų šaltyje ""PROVANSO"" prieskonių mišinys",20 g.,16547,4.99,4.99,https://www.supergarden.lt/lt/katalogas/dziovintu-saltyje-quot-provanso-quot?item=16547
KAKĖ MAKĖ džiovintos šaltyje šilauogės,36 g.,16610,3.49,4.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintos-saltyje-silauoges?item=16610
KAKĖ MAKĖ džiovintų šaltyje mangų ir ananasų mišinys,39 g.,16613,3.00,5.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-mangu-ir?item=16613
KAKĖ MAKĖ džiovintų šaltyje mangų ir ananasų mišinys,100 g.,16947,7.00,13.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-mangu-ir?item=16947
KAKĖ MAKĖ džiovintų šaltyje braškių juostelės,19 g.,16621,3.19,3.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-braskiu-2?item=16621
KAKE MAKE džiovintų šaltyje braškių gabaliukai,23 g.,16612,4.19,5.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-braskiu?item=16612
KAKĖ MAKĖ džiovintų šaltyje aviečių gabaliukai,38 g.,16609,5.59,7.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-avieciu?item=16609
KAKĖ MAKĖ džiovintų šaltyje miško uogų valgoma arbata,30 g.,16615,4.89,6.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-misko-uogu?item=16615
KAKĖ MAKĖ raudonųjų uogų valgoma arbata,38 g.,16616,4.89,6.99,https://www.supergarden.lt/lt/katalogas/kake-make-raudonuju-uogu-valgoma-arbata?item=16616
KAKĖ MAKĖ džiovintų šaltyje vaisių užkandis,50 g.,16611,4.19,5.99,https://www.supergarden.lt/lt/katalogas/kake-make-dziovintu-saltyje-vaisiu?item=16611
"KAKĖ MAKĖ Granola su avietėmis, obuolių kubeliais ir braškių juostelėmis",400 g.,16949,5.99,9.99,https://www.supergarden.lt/lt/katalogas/kake-make-granola-su-avietemis-obuoliu?item=16949
vaisių ir uogų šokis,1 vnt.,17254,6.99,6.99,https://www.supergarden.lt/lt/katalogas/vaisiu-ir-uogu-sokis?item=17254
rinkinys smaližiui,1 vnt.,17253,6.99,6.99,https://www.supergarden.lt/lt/katalogas/rinkinys-smaliziui?item=17253
Džiovinti šaltyje mangų skonio ledai,45 g.,17095,6.49,6.49,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-mangu-skonio-ledai?item=17095
Džiovinti šaltyje mangų skonio ledai,100 g.,17113,13.99,13.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-mangu-skonio-ledai?item=17113
Džiovinti šaltyje ledai su Sicilijos pistacijomis,40 g.,17140,7.25,7.25,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ledai-su-sicilijos?item=17140
Džiovinti šaltyje kivi skonio ledai,45 g.,17172,6.99,6.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-kivi-skonio-ledai?item=17172
Džiovinti šaltyje kivi skonio ledai,100 g.,17173,9.99,9.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-kivi-skonio-ledai?item=17173
Džiovinti šaltyje kivi skonio ledai,1 kg.,17266,105.00,105.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-kivi-skonio-ledai?item=17266
Džiovinti šaltyje ledai su karamele ir sausainių gabaliukais be pridėtinio cukraus,43 g.,17050,7.99,7.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ledai-su-karamele-ir?item=17050
Džiovinti šaltyje ledai su karamele ir sausainių gabaliukais be pridėtinio cukraus,100 g.,17138,13.99,13.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ledai-su-karamele-ir?item=17138
Džiovinti šaltyje ledai su karamele ir sausainių gabaliukais be pridėtinio cukraus,1 kg.,17267,119.00,119.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ledai-su-karamele-ir?item=17267
Džiovinti šaltyje grietinėlės-mėlynių ledai,30 g.,17141,7.25,7.25,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-grietineles-melyniu?item=17141
Džiovinti šaltyje avižiniai ledai su lazdyno riešutais,45 g.,17139,7.25,7.25,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-aviziniai-ledai-su?item=17139
Džiovinti šaltyje ledai su sūriu ir spanguolėmis,40 g.,17142,6.99,6.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ledai-su-suriu-ir?item=17142
Džiovinti šaltyje ledai su sūriu ir spanguolėmis,1 kg.,17268,119.00,119.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ledai-su-suriu-ir?item=17268
Džiovinti šaltyje ledai su sūriu ir spanguolėmis,100 g.,17273,13.99,13.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ledai-su-suriu-ir?item=17273
Džiovinti šaltyje šokoladiniai ledai,40 g.,16915,5.25,5.25,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-sokoladiniai-ledai?item=16915
Džiovinti šaltyje šokoladiniai ledai,100 g.,16847,12.99,12.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-sokoladiniai-ledai?item=16847
Džiovinti šaltyje šokoladiniai ledai,1 kg.,17060,99.99,99.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-sokoladiniai-ledai?item=17060
Džiovinti šaltyje kokosiniai ledai,40 g.,16991,7.25,7.25,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-kokosiniai-ledai?item=16991
Džiovinti šaltyje kokosiniai ledai,100 g.,17054,14.49,14.49,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-kokosiniai-ledai?item=17054
Džiovinti šaltyje kokosiniai ledai,1 kg.,16992,119.00,119.00,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-kokosiniai-ledai?item=16992
Džiovinti šaltyje ananasai,35 g.,16191,4.99,4.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ananasai?item=16191
Džiovinti šaltyje ananasai,100 g,16193,12.99,12.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ananasai?item=16193
Džiovinti šaltyje ananasai,300 g.,16928,39.99,39.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ananasai?item=16928
Džiovinti šaltyje ananasai,1 kg.,16276,119.99,119.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ananasai?item=16276
Džiovinti šaltyje ekologiški gervuogių gabaliukai,100 g.,16605,9.09,12.99,https://www.supergarden.lt/lt/katalogas/dziovinti-saltyje-ekologiski-gervuogiu?item=16605
